# The late-stage gap sorted by what each row is, before any of it is priced. See backend/pipeline_sort.py
# for the classes and the population. One row per asset, keyed by ticker and the asset's name.
ticker,name,class,of,approved,confidence,evidence,as_of
LLY,LY4005130,NEW,,,low,"Phase 2 NCT07533006 (alopecia areata) and NCT07533019 (vitiligo) are recruiting; AdisInsight (https://adisinsight.springer.com/drugs/800080492) and the trial records give no INN or mechanism, so identity rests on the code alone.",2026-09-24
LLY,LY4064809,DUPLICATE,"Tersolisib (LY4064809, STX-478)",,medium,"Phase 3 NCT07174336 is titled Tersolisib (LY4064809/STX-478), and the book already holds a separate Lilly Tersolisib row outside this population.",2026-09-24
LLY,LY4065967,NEW,,,high,"Three Phase 2 chronic pain master protocol studies (NCT07285018, NCT07641504, NCT07641517) are recruiting; Synapse lists LY4065967 as an oral AT2R antagonist with no INN (https://synapse.patsnap.com/drug/2b120d62eb2b4a2cbfd460ecf59c8e9a).",2026-09-24
LLY,LY4268989,DUPLICATE,MORF-057 (LY4268989),,high,"Dossier trial NCT07186101 is titled LY4268989 (MORF-057), so this row is the same molecule as the MORF-057 row in this batch.",2026-09-24
LLY,LY4395089,NEW,,,medium,Phase 2 NCT07483099 of LY4395089 with mirikizumab in Crohn's disease is recruiting; press coverage describes it as an oral FXR agonist with no INN (https://www.tipranks.com/news/company-announcements/eli-lilly-targets-crohns-disease-with-new-combo-trial-that-could-extend-its-ibd-franchise).,2026-09-24
LLY,LY4515100 via SAD,NEW,,,medium,"The row name describes a single ascending dose arm but carries LY4515100's own trials, including Phase 2 NCT07511816 in pain after third molar removal (recruiting), and the book holds no other LY4515100 row.",2026-09-24
LLY,Macupatide,NEW,,,high,"Phase 2 NCT07589608 and NCT07215559 of macupatide (LY3532226) alone or with eloralintide are recruiting, and the book holds no macupatide row.",2026-09-24
LLY,MORF-057,NEW,,,high,"Phase 2 NCT06226883 of MORF-057 in Crohn's disease is recruiting under Morphic, a wholly owned Lilly subsidiary; the LY4268989 row in this batch is the same molecule and points here.",2026-09-24
LLY,Remternetug,NEW,,,high,"Phase 3 NCT06653153 (TRAILRUNNER-ALZ 3) of remternetug in early Alzheimer's disease is active, not recruiting; remternetug is a separate molecule from Kisunla (donanemab).",2026-09-24
LLY,Sofetabart Mipitecan,NEW,,,high,"Phase 3 NCT07213804 of sofetabart mipitecan in platinum-resistant and platinum-sensitive ovarian cancer is recruiting, and the book holds no other row for this ADC.",2026-09-24
LLY,Solbinsiran,NEW,,,high,"Phase 2 NCT07269210 of solbinsiran (LY3561774) in severe hypertriglyceridemia is recruiting, and the book holds no solbinsiran row.",2026-09-24
LLY,Vepugratinib,NEW,,,high,"Phase 3 NCT07218380 of vepugratinib (LY3866288, LOXO-435) in urothelial cancer is recruiting, and the book holds no other row for it.",2026-09-24
LNTH,[18F]PI-2620,NEW,,,medium,"NCT05641688 (Phase 3, Recruiting) is Lantheus's histopathology study of PI-2620; Tauklarify, approved 2026-08-13, is a different tau tracer, MK-6240 (florquinitau F 18), so the book holds PI-2620 in no form (https://www.neurologylive.com/view/fda-approves-tau-pet-tracer-mk-6240-alzheimer-diagnostic-workup).",2026-09-24
MRK,9vHPV Vaccine,LINE_EXTENSION,Gardasil 9 (human papillomavirus 9-valent vaccine),FDA 2014-12-10; EMA 2015-06-10,high,"NCT05450705 and NCT05285826 titles name the 9vHPV vaccine as V503, which the book carries as Gardasil 9; approval date: https://www.drugs.com/history/gardasil-9.html",2026-09-24
MRK,DOR/ISL,DUPLICATE,Idvynso (doravirine and islatravir),FDA 2026-04-21,high,"FDA approved doravirine/islatravir as Idvynso on 2026-04-21, which the book carries as an MRK marketed product (https://www.merck.com/news/fda-approves-mercks-once-daily-idvynso-doravirine-islatravir/).",2026-09-24
MRK,Frespaciguat,NEW,frespaciguat (MK-5475),,medium,NCT05612035 Phase 2 (INSIGNIA-PH-COPD) is active not recruiting for inhaled frespaciguat; no discontinuation statement was found and no book row or approval holds it.,2026-09-24
MRK,Intismeran,DUPLICATE,Intismeran Autogene (V940),,high,"NCT07513376 names intismeran (V940), which the book already models as Intismeran Autogene.",2026-09-24
MRK,Miransertib,NEW,miransertib (MK-7075),,low,"The only active trial, NCT04980872 (MK-7075-006), is a rollover safety study for PROS and Proteus patients already on miransertib; no discontinuation statement was found and no book row holds it.",2026-09-24
MRK,MK-2214,NEW,,,high,"NCT07033494 Phase 2 recruiting tests MK-2214, an anti-pS413 tau antibody with FDA Fast Track and no book row (https://www.alzforum.org/therapeutics/mk-2214).",2026-09-24
MRK,MK-8690,NEW,,,medium,NCT07463183 Phase 2 recruiting tests subcutaneous MK-8690 in ulcerative colitis; no book row matches the code and the molecule is not public (https://clinicaltrials.gov/study/NCT07463183).,2026-09-24
MRK,Molnupiravir,LINE_EXTENSION,Lagevrio (molnupiravir),,medium,"Merck already sells molnupiravir as Lagevrio under a US EUA while the EMA application was withdrawn, and NCT06667700 Phase 3 recruiting seeks a new prevention indication (https://www.drugs.com/history/lagevrio.html).",2026-09-24
MRK,Pembrolizumab Formulated with Berahyaluronidase Alfa,DUPLICATE,Keytruda Qlex (pembrolizumab and berahyaluronidase alfa),FDA 2014-09-04; EMA 2015-07-17,high,"NCT05722015 tests subcutaneous MK-3475A, the product sold as Keytruda Qlex (book, BLA761467), with EC approval of the SC form on 2025-11-19 (https://www.merck.com/news/european-commission-approves-subcutaneous-administration-of-keytruda-pembrolizumab-for-all-adult-indications-approved-in-the-european-union/).",2026-09-24
MRK,Pembrolizumab/Vibostolimab Co-Formulation,DEAD,"vibostolimab (with pembrolizumab, MK-7684A)",,high,Merck discontinued KeyVibe-008 (NCT05224141) after overall survival met futility criteria at interim analysis (https://www.merck.com/news/merck-provides-update-on-phase-3-keyvibe-008-trial-evaluating-an-investigational-fixed-dose-combination-of-vibostolimab-and-pembrolizumab-in-patients-with-extensive-stage-small-cell-lung-cancer/).,2026-09-24
MRK,Raludotatug Deruxtecan,DUPLICATE,R-DXD (raludotatug deruxtecan),,high,"NCT06864169 title names raludotatug deruxtecan as R-DXd (MK-5909), which the book already models as R-DXD.",2026-09-24
MRK,Sac-TMT,DUPLICATE,Sacituzumab Tirumotecan (MK-2870),,high,"NCT07829783 title names Sac-TMT as sacituzumab tirumotecan (MK-2870), which the book already models.",2026-09-24
MRK,V503,LINE_EXTENSION,Gardasil 9 (human papillomavirus 9-valent vaccine),FDA 2014-12-10; EMA 2015-06-10,high,"Completed trial NCT01254643 names V503 as the 9-valent HPV vaccine, which the book carries as Gardasil 9; approval date: https://www.drugs.com/history/gardasil-9.html",2026-09-24
MRNA,mRNA-1018-H5,NEW,,,high,"mRNA-1018-H5 is an H5 pandemic influenza vaccine, a different antigen from the marketed mRNA seasonal flu vaccine, in a CEPI-funded Phase 3 of 4,050 adults (NCT07496450, active not recruiting) (https://cepi.net/cepi-fund-pivotal-phase-3-trial-modernas-mrna-pandemic-influenza-candidate).",2026-09-24
MRNA,mRNA-1195,NEW,,,high,"mRNA-1195 is an EBV vaccine in a recruiting placebo-controlled Phase 2 for MS relapse prevention (NCT06735248), not in the MRNA book.",2026-09-24
MRNA,mRNA-1647,NEW,,,medium,"mRNA-1647 failed its congenital CMV Phase 3 and that programme was discontinued, but Moderna stated it continues the Phase 2 in haematopoietic cell transplant recipients (NCT05683457, active not recruiting) (https://www.modernatx.com/media-center/all-media/blogs/phase-3-cmv-vaccine-readout-reflections).",2026-09-24
MRNA,mRNA-1982,NEW,,,high,"mRNA-1982 is a monovalent Lyme disease vaccine in a Phase 2 of 366 adults (NCT07561294, active not recruiting), not in the MRNA book.",2026-09-24
MRNA,mRNA-4157,DUPLICATE,"Intismeran autogene (V940), modelled MRK row",,medium,"mRNA-4157 is intismeran autogene (V940), which the book models under MRK (id 2436); the Moderna/Merck 50/50 cost and profit share means the MRK model must carry both halves or Moderna's share is lost (NCT03897881, active not recruiting).",2026-09-24
NBIX,NBI-1065845,NEW,osavampator,,high,"NBI-1065845 is osavampator (ex TAK-653), an AMPA potentiator in a recruiting Phase 3 adjunctive MDD programme (NCT06786624, NCT06911112, NCT06963021) that the NBIX book does not hold (https://neurocrine.gcs-web.com/news-releases/news-release-details/neurocrine-biosciences-announces-initiation-phase-3).",2026-09-24
NBIX,NBI-1065890,NEW,,,medium,"NBI-1065890 is a next-generation VMAT2 inhibitor distinct from valbenazine, in a recruiting Phase 2 tardive dyskinesia trial (NCT07365462); no INN is published (https://www.neurologylive.com/view/vmat2-inhibitor-nbi-1065890-phase-2-study-tardive-dyskinesia).",2026-09-24
NBIX,NBI-1117567,NEW,,,medium,"NBI-1117567 is an M1-preferring muscarinic agonist whose Phase 2 Alzheimer's cognition IND was accepted in August 2026, with NCT07832383 not yet recruiting (https://www.globenewswire.com/news-release/2026/08/26/3351102/0/en/nxera-pharma-s-partner-neurocrine-biosciences-receives-ind-acceptance-from-the-fda-for-phase-2-study-of-nbi-1117567-for-alzheimer-s-cognition.html).",2026-09-24
NBIX,NBI-1117568,NEW,direclidine,,high,"NBI-1117568 is direclidine, an M4 agonist licensed from Nxera, with four recruiting Phase 3 schizophrenia trials (NCT06963034, NCT07105098, NCT07227818, NCT07114874) and none of it in the NBIX book (https://en.wikipedia.org/wiki/Direclidine).",2026-09-24
NBIX,NBI-1117570,NEW,,,medium,"NBI-1117570 is a dual M1/M4 muscarinic agonist from the Nxera collaboration, separate from direclidine, in a recruiting Phase 2 schizophrenia trial (NCT07288333); no INN found (https://www.biospace.com/press-releases/nxera-pharmas-partner-neurocrine-biosciences-receives-ind-acceptance-from-the-fda-for-phase-2-study-of-nbi-1117567-for-alzheimers-cognition).",2026-09-24
NBIX,Valbenazine,DUPLICATE,Ingrezza (valbenazine tosylate),FDA 2017-04-11,high,"Valbenazine is the molecule sold as Ingrezza and Ingrezza Sprinkle, both marketed rows in the NBIX book, and this row carries only Phase 3/4 label studies (NCT07105111, NCT06312189); approval date: https://www.drugs.com/history/ingrezza.html",2026-09-24
NTLA,Biological NTLA-2002,NEW,lonvoguran ziclumeran,,high,"NTLA-2002 is lonvoguran ziclumeran, whose BLA for HAE was accepted with Priority Review and a PDUFA date of 2027-03-10 after Phase 3 HAELO (NCT06634420) (https://ir.intelliatx.com/news-releases/news-release-details/intellia-therapeutics-announces-fda-acceptance-biologics-license).",2026-09-24
NTLA,nexiguran ziclumeran,NEW,,,high,"Nexiguran ziclumeran (NTLA-2001) is in the Phase 3 MAGNITUDE-2 ATTRv-PN trial (NCT06672237, recruiting) after FDA lifted the clinical hold on 2026-01-27; it is the clearer-named of two population rows for this molecule (https://ir.intelliatx.com/news-releases/news-release-details/intellia-therapeutics-announces-fda-lift-clinical-hold-magnitude).",2026-09-24
NTLA,NTLA-2001,DUPLICATE,nexiguran ziclumeran,,high,"NTLA-2001 is the development code of nexiguran ziclumeran, held in this population as the row nexiguran ziclumeran, here in Phase 3 MAGNITUDE (NCT06128629) whose FDA hold was lifted on 2026-03-02 (https://ir.intelliatx.com/news-releases/news-release-details/intellia-therapeutics-announces-fda-lift-clinical-hold-0).",2026-09-24
NVO,CagriSema,DUPLICATE,Cagrilintide (CagriSema is cagrilintide + semaglutide),,high,"CagriSema combines semaglutide, sold as Ozempic and Wegovy, with cagrilintide, the unapproved component the book already models as its Cagrilintide row; Novo's 20-F filed 2026-02-04 shows the obesity submission in 2025.",2026-09-24
NVO,CDR132L,NEW,,,medium,"CDR132L is the miR-132 antisense oligonucleotide Novo acquired with Cardior; after the HF-REVERT miss (https://pharmaphorum.com/news/novo-nordisk-microrna-drug-fluffs-its-lines-heart-failure) its two chronic heart failure Phase 2 trials NCT06979362 and NCT06979375 are recruiting, and no discontinuation was found.",2026-09-24
NVO,Etavopivat,NEW,,,high,"Novo's 20-F filed 2026-02-04 (0000353278-26-000012) lists etavopivat (NN7535), an oral PKR activator, in Phase 3 for sickle cell disease, and NCT06612268 is recruiting with no approval.",2026-09-24
NVO,NNC0487-0111,DUPLICATE,Zenagamtide (amycretin),,high,"NNC0487-0111 is amycretin, whose INN is zenagamtide (https://chemxplore.com/news/zenagamtide-phase-2-diabetes-results), and both rows run the same AMAZE Phase 3 programme (AMAZE 1 NCT07339423 under the code, AMAZE 13 NCT07668401 under the INN).",2026-09-24
NVO,NNC0662-0419,NEW,,,medium,"Novo GLP-1/GIP/glucagon triple agonist per Synapse (https://synapse.patsnap.com/drug/1aafc4c268bf4462bb9d8e3cafc53fda) in Phase 2 NCT07184632 and NCT07415954, run in parallel with separate UBT251 dose-finding trials (NCT07395687, NCT07668388), which marks it as a different molecule from UBT251.",2026-09-24
NVO,UBT251,NEW,,,high,"UBT251 is the GLP-1/GIP/glucagon triple agonist Novo licensed from The United Laboratories in March 2025 (https://www.globenewswire.com/news-release/2026/02/24/3243205/0/en/Novo-Nordisk-Triple-agonist-UBT251-delivers-up-to-19-7-mean-weight-loss-after-24-weeks-in-phase-2-trial-in-China.html), in Phase 2 NCT07395687 and NCT07668388 with no approval.",2026-09-24
NVO,Zenagamtide,NEW,,,high,"Zenagamtide is the INN for Novo's GLP-1/amylin co-agonist amycretin (https://chemxplore.com/news/zenagamtide-phase-2-diabetes-results), in Phase 3 AMAZE and AMBITION trials (NCT07797335 recruiting) with no approval; the NNC0487-0111 row in this batch points here.",2026-09-24
NVO,Ziltivekimab,NEW,,,medium,"Novo halted HERMES and ATHENA (NCT06200207) on 2026-09-07 after the ZEUS miss, but ARTEMIS (NCT06118281, 10,000 patients after heart attack) continues to an H1 2027 readout (https://finance.yahoo.com/healthcare/articles/novo-scraps-two-more-heart-114434932.html).",2026-09-24
NVS,177Lu-PSMA-617,LINE_EXTENSION,Pluvicto (lutetium Lu 177 vipivotide tetraxetan),FDA 2022-03-23; EMA 2022-12-09,high,"177Lu-PSMA-617 is lutetium Lu 177 vipivotide tetraxetan, sold as Pluvicto, which the book carries; NCT04720157 (PSMAddition) is a new-indication study of it.",2026-09-24
NVS,AAA617,DUPLICATE,Pluvicto (lutetium Lu 177 vipivotide tetraxetan),FDA 2022-03-23; EMA 2022-12-09,high,"NCT06894511 on this row is titled Lutetium (177Lu) Vipivotide Tetraxetan (AAA617), the molecule sold as Pluvicto, which the book carries.",2026-09-24
NVS,ABL001/Asciminib,LINE_EXTENSION,Scemblix (asciminib),FDA 2021-10-29; EMA 2022-08-25,high,"ABL001 is the code for asciminib, sold as Scemblix, which the book carries (EMA 2022-08-25 in the dossier); NCT06514534 is a new CML population for it.",2026-09-24
NVS,Arumakimig,NEW,,,high,"NCT07748624 (Phase 2, not yet recruiting) names the drug Arumakimig (MAS825), an IL-1 beta and IL-18 antibody with no approval; clearest name of the two rows for this molecule.",2026-09-24
NVS,BION-1301,DUPLICATE,Zigakibart,,high,"The only trial on this row, NCT05852938, is titled A Study of Zigakibart in Adults With IgA Nephropathy, so BION-1301 duplicates the Zigakibart row in this population.",2026-09-24
NVS,CFZ533,DEAD,iscalimab,,medium,"Novartis said it stopped work on iscalimab (CFZ533) on benefit/risk grounds after its Sjogren's data (https://www.fiercebiotech.com/biotech/novartis-gives-anti-cd40-antibody-treat-sjogrens-due-benefitrisk-profile), and the only trial left, NCT03827798, passed primary completion on 2024-12-04.",2026-09-24
NVS,Cryptosporidium parvum oocysts (ABO809),NOT_A_PROGRAMME,,,high,"The oocysts are the challenge inoculum in NCT07249463, which tests EDI048 in a Cryptosporidium infection model in healthy adults, not a product in development.",2026-09-24
NVS,CTL019,DUPLICATE,Kymriah (tisagenlecleucel),FDA 2017-08-30; EMA 2018-08-23,high,"CTL019 is tisagenlecleucel, sold as Kymriah, which the book carries; both trials on this row (NCT03876769, NCT04094311) are titled Tisagenlecleucel; approval date: https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-tisagenlecleucel-b-cell-all-and-tocilizumab-cytokine-release-syndrome",2026-09-24
NVS,DDY391,NEW,,,high,"VAV1 molecular glue degrader MRT-6160 licensed from Monte Rosa, in Phase 2 NCT07801495 (psoriatic arthritis) and NCT07737743 (Sjogren's), both recruiting (https://www.clinicaltrialvanguard.com/news/novartis-pays-50m-milestone-as-mrt-6160-enters-phase-2-for-sjogrens-disease/).",2026-09-24
NVS,decitabine,NOT_A_PROGRAMME,decitabine,FDA 2006-05-02 (Otsuka); EMA 2012-09-20 (Janssen-Cilag),high,"Decitabine appears only as the hypomethylating partner in NCT05201066, a rollover study for patients from prior sabatolimab (MBG453) trials; it is a third-party generic, not a Novartis programme; approval date: https://www.drugs.com/history/dacogen.html",2026-09-24
NVS,Eltrombopag,LINE_EXTENSION,Promacta (eltrombopag),FDA 2008-11-20; EMA 2010-03-11,high,"Eltrombopag is sold by Novartis as Promacta, which the book carries, and as Revolade (EMA 2010-03-11 in the dossier); NCT04797000 in lower-risk MDS is a new use of that molecule.",2026-09-24
NVS,EYU688,NEW,,,high,"Novartis dengue antiviral in Phase 2 NCT06006559, recruiting, with no approval and no book row.",2026-09-24
NVS,GHZ339,NEW,,,medium,"First compound in the Novartis atopic dermatitis platform NCT06947993 (Phase 2, recruiting), listed as an IL-13 and IL-18 inhibitor with no INN (https://synapse.patsnap.com/drug/cea0a5ec84bd4ed3a54bfc4b9449ad30); no book row matches.",2026-09-24
NVS,GIA632,NEW,,,high,Novartis anti-IL-15 antibody in Phase 2 with NCT07220577 (atopic dermatitis) active not recruiting and NCT07431177 (vitiligo) recruiting; no book row shares the molecule (https://synapse.patsnap.com/drug/c8d1ecce743e4276ab93e08c60cee822).,2026-09-24
NVS,Glycopyrronium bromide 25ug,LINE_EXTENSION,Seebri Neohaler (glycopyrronium),FDA 2015-10-29; EMA 2012-09-28,high,"A strength description of glycopyrronium, sold by Novartis as Seebri Neohaler, which the book carries; NCT05222529 studies it in children with asthma.",2026-09-24
NVS,GXV813,NEW,,,high,"Oral muscarinic M4 agonist (EX-A8078) in Phase 2 NCT07467993 for schizophrenia, recruiting, with no approval and no book row (https://en.wikipedia.org/wiki/GXV-813).",2026-09-24
NVS,Ianalumab,NEW,,,high,Phase 3 NCT05624749 (SIRIUS-SLE 2) is active not recruiting and the drug holds FDA Breakthrough designation (Jan 2026) but no approval (https://www.novartis.com/news/media-releases/novartis-ianalumab-receives-fda-breakthrough-therapy-designation-sjogrens-disease); clearest name of the three ianalumab rows.,2026-09-24
NVS,ianalumab s.c. q4w,DUPLICATE,Ianalumab,,high,"A route and schedule description of ianalumab; its trial NCT05126277 (SIRIUS-LN, Phase 3, active not recruiting) belongs with the Ianalumab row.",2026-09-24
NVS,Inclisiran sodium 300 mg (equivalent to 284 mg inclisiran) in 1.5 mL,LINE_EXTENSION,Leqvio (inclisiran),FDA 2021-12-22; EMA 2020-12-09,high,"A strength description of inclisiran, sold as Leqvio, which the book carries; its trial NCT05739383 is the primary prevention outcomes study for Leqvio.",2026-09-24
NVS,INE963,NEW,,,medium,"Novartis antimalarial in the Phase 2 platform NCT05750628, listed as recruiting (last update 2025-07-30), with no approval and no book row.",2026-09-24
NVS,Iptcaopan 200 mg,LINE_EXTENSION,Fabhalta (iptacopan),FDA 2023-12-05; EMA 2024-05-17,high,"A misspelling and strength of iptacopan, sold as Fabhalta, which the book carries; NCT05795140 is the aHUS long-term extension titled Iptacopan.",2026-09-24
NVS,JDQ443,DEAD,opnurasib,,high,"Novartis halted opnurasib (JDQ443) across all studies including Phase 3 KontRASt-02 NCT05132075, which closed at 95 patients, with only a rollover study left (https://firstwordpharma.com/story/5862178).",2026-09-24
NVS,JSB462,NEW,luxdegalutamide,,high,"NCT06991556 (Phase 2, active not recruiting) names the drug as JSB462 (luxdegalutamide), an AR degrader with no approval and no other row in the book.",2026-09-24
NVS,KAE609,NEW,cipargamin,,high,"KAE609 is cipargamin, in the Phase 2 malaria platform NCT07811908, recruiting, with no approval and no book row.",2026-09-24
NVS,LXE408,NEW,,,high,"Novartis kinetoplastid proteasome inhibitor in Phase 2 NCT06632600 for chronic Chagas disease, recruiting, with no approval and no book row.",2026-09-24
NVS,LXH254,NEW,naporafenib,,medium,"Novartis granted Erasca an exclusive worldwide licence to naporafenib (LXH254) in December 2022 and keeps a royalty, so the value to Novartis is a royalty stream rather than a programme it runs; Erasca's SEACRAFT-2 is the live Phase 3 (https://investors.erasca.com).",2026-09-24
NVS,MAS825,DUPLICATE,Arumakimig,,high,"NCT07748624 names the drug Arumakimig (MAS825), so this code row duplicates the Arumakimig row in this population.",2026-09-24
NVS,Octreotide LAR,NOT_A_PROGRAMME,Sandostatin LAR (octreotide),FDA 1988-10-21; EMA 2022-12-02 (Amryt),high,"The only active trial, NCT06784752, tests [177Lu]Lu-DOTA-TATE (Lutathera) in GEP-NET, so octreotide LAR is the comparator or background arm, not a programme.",2026-09-24
NVS,Pelabresib,NEW,,,high,Phase 3 NCT07357727 of pelabresib (DAK539) plus ruxolitinib in myelofibrosis is recruiting and the drug has no FDA or EMA approval.,2026-09-24
NVS,PKN605,NEW,,,high,"Oral HDAC6 inhibitor in Phase 2 NCT07217067 for atrial fibrillation, recruiting, with no approval and no book row (https://www.novartis.com/clinicaltrials/study/nct07217067).",2026-09-24
NVS,QCZ484,NEW,,,high,"Angiotensinogen siRNA licensed from Argo Biopharma as BW-00163, in Phase 2 NCT06857955 (active not recruiting) and NCT07543120 (recruiting) with no book row (https://www.argobiopharma.com/news/111.html).",2026-09-24
NVS,QMF149,LINE_EXTENSION,Atectura Breezhaler (indacaterol/mometasone),EMA 2020-05-30,medium,"QMF149 is Atectura Breezhaler, which Novartis already sells in the EU after EC approval in May 2020, and NCT05562466 tests it in children aged 6 to under 12, a new age group.",2026-09-24
NVS,QVM149,LINE_EXTENSION,Enerzair Breezhaler (indacaterol/glycopyrronium/mometasone),EMA 2020-07-03,medium,"QVM149 is Enerzair Breezhaler, which Novartis already sells in the EU after EC approval in July 2020 (https://www.novartis.com/news/media-releases/novartis-receives-ec-approval-enerzair-breezhaler-including-first-digital-companion-sensor-and-app-can-be-prescribed-alongside-treatment-uncontrolled-asthma-eu); NCT05776927 seeks a new label for the product.",2026-09-24
NVS,Rapcabtagene autoleucel,NEW,,,high,"Novartis CD19 CAR-T (YTB323) with Phase 2 trials such as NCT06581198 in SLE and lupus nephritis active not recruiting; the book matches are other companies' CAR-Ts, not this molecule.",2026-09-24
NVS,VAY736,DUPLICATE,Ianalumab,,high,"NCT05349214 on this row is titled Ianalumab (VAY736), so VAY736 is the code for the Ianalumab row in this population.",2026-09-24
NVS,VHB937,NEW,,,high,Phase 2 NCT07094516 in early Alzheimer disease is recruiting and NCT06643481 in ALS is active not recruiting; no approval and no book row shares the molecule.,2026-09-24
NVS,Votoplam,NEW,,,high,"HTT splicing modifier (PTC518) licensed from PTC, in Phase 3 NCT07326709 for Huntington disease, recruiting, with no approval and no book row.",2026-09-24
NVS,YMI024,NEW,,,low,"Only NCT07830719 (Phase 2 dose-finding in stable coronary artery disease with elevated hsCRP, not yet recruiting) was found; Amass DrugCore and web search gave no molecule, mechanism or INN for the code.",2026-09-24
NVS,Zigakibart,NEW,,,high,Anti-APRIL antibody in IgA nephropathy with Phase 3 extension NCT06858319 recruiting and no approval; clearest name of the two rows for this molecule (BION-1301 is the other).,2026-09-24
PEPG,PGN-EDODM1,NEW,,,high,"NCT06667453 and NCT07220603 (Phase 2, Recruiting) are PepGen's active DM1 trials of this molecule, which no other row in the book holds.",2026-09-24
PFE,20vPnC,LINE_EXTENSION,Prevnar 20 (20-valent pneumococcal conjugate vaccine),FDA 2021-06-08; EMA 2022-02-14,high,20vPnC is the book's marketed Prevnar 20 (BLA125731); Phase 3 NCT07754539 only extends it to Chinese infants; approval date: https://www.pfizer.com/news/press-release/press-release-detail/us-fda-approves-prevnar-20tm-pfizers-pneumococcal-20-valent,2026-09-24
PFE,ATM-AVI,DUPLICATE,Emblaveo (aztreonam-avibactam),FDA 2025-02-07 (AbbVie); EMA 2024-04-22,medium,"ATM-AVI is aztreonam-avibactam, approved and sold as Emblaveo, which the book carries under AbbVie (NDA217906); Pfizer holds the EU authorisation, which the book does not model.",2026-09-24
PFE,Disitamab vedotin,NEW,,,high,"Phase 3 NCT05911295 of disitamab vedotin with pembrolizumab in HER2-expressing urothelial cancer is active, not recruiting, and neither the dossier nor the EMA list holds an approval for it.",2026-09-24
PFE,Encorafenib,LINE_EXTENSION,Braftovi (encorafenib),FDA 2018-06-27; EMA 2018-09-19 (Pierre Fabre),high,Encorafenib is the molecule of the book's modelled Braftovi / Mektovi line; EMA lists Braftovi authorised 2018-09-19 for Pierre Fabre; approval date: https://www.drugs.com/history/braftovi.html,2026-09-24
PFE,ibuzatrelvir,NEW,,,high,Phase 3 NCT06679140 of ibuzatrelvir in non-hospitalised COVID-19 is recruiting; ibuzatrelvir is a separate protease inhibitor from Paxlovid's nirmatrelvir.,2026-09-24
PFE,Lorlatanib,DUPLICATE,Lorbrena (lorlatinib),FDA 2018-11-02; EMA 2019-05-06,high,"Lorlatanib is a misspelling of lorlatinib, marketed in the book as Lorbrena (NDA210868); its only trial NCT05059522 is a continued-access study.",2026-09-24
PFE,"Part A: ATM-AVI Single Dose, Cohorts 1-4",LINE_EXTENSION,Emblaveo (aztreonam-avibactam),FDA 2025-02-07 (AbbVie); EMA 2024-04-22,medium,"The row is a dose cohort of NCT06462235 testing aztreonam-avibactam in infants, the molecule the book carries as Emblaveo (NDA217906, held under AbbVie).",2026-09-24
PFE,PF-06741086,DUPLICATE,Hympavzi (marstacimab),FDA 2024-10-11; EMA 2024-11-18,high,"Its only open trial NCT05145127 is the open-label extension of marstacimab, marketed in the book as Hympavzi (BLA761369).",2026-09-24
PFE,PF-06801591,NEW,sasanlimab,,low,"Phase 3 CREST (NCT04165317) met its event-free survival endpoint, and Pfizer withdrew the EU application for Zumrad (sasanlimab) on 2026-02-13 after CHMP concerns (https://www.thepharmaletter.com/biotech-news/pfizer-withdraws-zumrad-ema-filing); no discontinuation is on record, so it is not DEAD.",2026-09-24
PFE,PF-06838435/ fidanacogene elaparvovec,DEAD,Beqvez (fidanacogene elaparvovec),FDA 2024-04-25,high,"Pfizer discontinued Beqvez (fidanacogene elaparvovec) in all markets in February 2025 on weak demand (https://www.cgtlive.com/view/pfizer-jettisons-fda-approved-hemophilia-b-gene-therapy-beqvez), and the EMA lists it as withdrawn; FDA approval letter 2024-04-25 (https://www.fda.gov/media/178139/download).",2026-09-24
PFE,PF-06939926,DEAD,fordadistrogene movaparvovec,,high,Phase 3 CIFFREO (NCT04281485) missed its primary endpoint in June 2024 and Pfizer discontinued fordadistrogene movaparvovec the following month (https://www.cgtlive.com/view/pfizer-development-dmd-gene-therapy-fordadistrogene-movaparvovec).,2026-09-24
PFE,PF-07055480 (giroctocogene fitelparovec): Recombinant AAV2/6 Human Factor VIII Gene Therapy,DEAD,giroctocogene fitelparvovec,,high,"Pfizer ceased development of giroctocogene fitelparvovec, declined to file the BLA and MAA, and terminated the Sangamo licence, returning all rights (https://investor.sangamo.com/news-releases/news-release-details/sangamo-therapeutics-regain-full-rights-hemophilia-gene-therapy).",2026-09-24
PFE,PF-07104091 monotherapy dose expansion (SCLC),NEW,tagtociclib,,low,"The row name is a cohort of PF-07104091 (tagtociclib, CDK2 inhibitor) and the book holds no other row for it; both trials NCT04553133 and NCT05262400 are active, not recruiting, and no discontinuation statement was checked.",2026-09-24
PFE,Atirmociclib,NEW,atirmociclib (PF-07220060; its PF-07220060 rows fold here),,high,"Phase 3 NCT06760637 of PF-07220060 with letrozole in HR-positive HER2-negative breast cancer is active, not recruiting, and the book's own trial history titles the molecule Atirmociclib/PF-07220060.",2026-09-24
PFE,PF-07220060 CDK4 inhibitor,DUPLICATE,PF-07220060 (atirmociclib),,high,"Same code as the PF-07220060 row in this batch; CDK4 inhibitor only restates the mechanism of atirmociclib (NCT06105632, active not recruiting).",2026-09-24
