# Loss-of-exclusivity dates outside the US, as each filer states them in its own FY2025
# annual report (10-K or 20-F), one row per product per market.
#
# The US date comes from the Orange and Purple Books and the filer's US table
# (disclosed_loe.csv). Outside the US there is no book, and the filer's patent table is
# the only free statement of when a market opens: Merck prints Keytruda's EU, Japan and
# China dates beside the US one, BMS its estimated minimum market exclusivity by
# region. regional_loe.py applies each date to the share of the product's sales the
# filer reports in that region.
#
# Read off the filing, never estimated. Every row carries the accession and a verbatim
# quote (table cells joined by " | ", separate passages by " ... "), checked word for
# word against the filed document. region is EU (Europe, major European markets), JP,
# CN, CA, BR, IN, or ROW where the filer names a group. loe is as precise as the filing:
# a year, a month, or a day; "expired" where it says exclusivity has gone without a
# year. The date is when the filer says exclusivity ends: its estimated minimum market
# exclusivity where it gives one, otherwise the later of the compound patent with any
# granted SPC and regulatory data protection. Pending extensions are in the note and
# not taken, except where the filer's own dates include them and it does not say which
# (Lilly, Incyte), which the note records.
ticker,brand,region,loe,basis,accession,quote,note
LLY,Mounjaro,EU,2037,compound patent (estimated expiry),0000059478-26-000013,Mounjaro/Zepbound compound patent | U.S. | 2036 major European countries | 2037 Japan | 2040 data protection | U.S. | 2027 major European countries | 2033 Japan | 2030,"Table row is Mounjaro/Zepbound. Territory: major European countries. Data protection 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Mounjaro,JP,2040,compound patent (estimated expiry),0000059478-26-000013,Mounjaro/Zepbound compound patent | U.S. | 2036 major European countries | 2037 Japan | 2040 data protection | U.S. | 2027 major European countries | 2033 Japan | 2030,"Table row is Mounjaro/Zepbound. Data protection Japan 2030 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Zepbound,EU,2037,compound patent (estimated expiry),0000059478-26-000013,Mounjaro/Zepbound compound patent | U.S. | 2036 major European countries | 2037 Japan | 2040 data protection | U.S. | 2027 major European countries | 2033 Japan | 2030,"Table row is Mounjaro/Zepbound. Territory: major European countries. Data protection 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Zepbound,JP,2040,compound patent (estimated expiry),0000059478-26-000013,Mounjaro/Zepbound compound patent | U.S. | 2036 major European countries | 2037 Japan | 2040 data protection | U.S. | 2027 major European countries | 2033 Japan | 2030,"Table row is Mounjaro/Zepbound. Data protection Japan 2030 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Trulicity,EU,2029,compound patent (estimated expiry),0000059478-26-000013,Trulicity | compound patent | U.S. | 2027 major European countries | 2029 Japan | 2029 biologics data protection | U.S. | 2027 ... Trulicity will lose significant patent and remaining data protections in the next few years,"Territory: major European countries. No European data protection row (biologics data protection shown for U.S. only, 2027). Risk factors say Trulicity will lose significant patent and remaining data protections in the next few years. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Trulicity,JP,2029,compound patent (estimated expiry),0000059478-26-000013,Trulicity | compound patent | U.S. | 2027 major European countries | 2029 Japan | 2029 biologics data protection | U.S. | 2027 ... Trulicity will lose significant patent and remaining data protections in the next few years,"No Japan data protection row. Risk factors say Trulicity will lose significant patent and remaining data protections in the next few years. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Verzenio,EU,2033,compound patent (estimated expiry),0000059478-26-000013,Verzenio | compound patent | U.S. | 2031 major European countries | 2033 Japan | 2034 data protection | major European countries | 2028 Japan | 2026,"Territory: major European countries. Data protection 2028 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Verzenio,JP,2034,compound patent (estimated expiry),0000059478-26-000013,Verzenio | compound patent | U.S. | 2031 major European countries | 2033 Japan | 2034 data protection | major European countries | 2028 Japan | 2026,"Data protection Japan 2026 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Taltz,EU,2031,compound patent (estimated expiry),0000059478-26-000013,Taltz compound patent U.S. 2030 major European countries 2031 Japan 2030 biologics data protection U.S. 2028 data protection major European countries 2027,"Territory: major European countries. Data protection 2027 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Taltz,JP,2030,compound patent (estimated expiry),0000059478-26-000013,Taltz compound patent U.S. 2030 major European countries 2031 Japan 2030 biologics data protection U.S. 2028 data protection major European countries 2027,"No Japan data protection row given. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Ebglyss,EU,2033,data protection (estimated expiry),0000059478-26-000013,Ebglyss compound patent U.S. 2026 Japan 2029 biologics data protection | U.S. 2036 data protection major European countries 2033 Japan 2034,"Territory: major European countries. Table gives no European compound patent (compound patent listed for U.S. 2026 and Japan 2029 only). Almirall holds rights to Ebglyss for dermatology indications in Europe; Lilly receives royalties. Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Ebglyss,JP,2034,data protection (estimated expiry),0000059478-26-000013,Ebglyss compound patent U.S. 2026 Japan 2029 biologics data protection | U.S. 2036 data protection major European countries 2033 Japan 2034,"Compound patent Japan 2029 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Jaypirca,EU,2038,compound patent (estimated expiry),0000059478-26-000013,Jaypirca | compound patent | U.S. | 2037 major European countries | 2038 Japan | 2040 data protection | U.S. | 2028 major European countries | 2033 Japan | 2032,"Territory: major European countries. Data protection 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Jaypirca,JP,2040,compound patent (estimated expiry),0000059478-26-000013,Jaypirca | compound patent | U.S. | 2037 major European countries | 2038 Japan | 2040 data protection | U.S. | 2028 major European countries | 2033 Japan | 2032,"Data protection Japan 2032 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Kisunla,EU,2036,compound patent (estimated expiry),0000059478-26-000013,Kisunla | compound patent U.S. 2036 major European countries 2036 Japan 2036 biologics data protection U.S. 2036 data protection | major European countries 2035 Japan 2032,"Territory: major European countries. Data protection 2035 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Kisunla,JP,2036,compound patent (estimated expiry),0000059478-26-000013,Kisunla | compound patent U.S. 2036 major European countries 2036 Japan 2036 biologics data protection U.S. 2036 data protection | major European countries 2035 Japan 2032,"Data protection Japan 2032 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Omvoh,EU,2038,compound patent (estimated expiry),0000059478-26-000013,Omvoh compound patent U.S. 2037 major European countries 2038 Japan 2039 biologics data protection U.S. 2035 data protection major European countries 2033 Japan 2033,"Territory: major European countries. Data protection 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Omvoh,JP,2039,compound patent (estimated expiry),0000059478-26-000013,Omvoh compound patent U.S. 2037 major European countries 2038 Japan 2039 biologics data protection U.S. 2035 data protection major European countries 2033 Japan 2033,"Data protection Japan 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Inluriyo,EU,2039,compound patent (estimated expiry),0000059478-26-000013,Inluriyo | compound patent | U.S. | 2039 major European countries | 2039 Japan | 2039 data protection | U.S. | 2030 major European countries | 2036 Japan | 2033,"Territory: major European countries. Data protection 2036 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
LLY,Inluriyo,JP,2039,compound patent (estimated expiry),0000059478-26-000013,Inluriyo | compound patent | U.S. | 2039 major European countries | 2039 Japan | 2039 data protection | U.S. | 2030 major European countries | 2036 Japan | 2033,"Data protection Japan 2033 (earlier). Filing: estimated dates include, where applicable, pending or granted patent term extensions, so a pending extension may be included."
MRK,Keytruda,EU,2031,compound patent (Major EU Markets),0000310158-26-000063,The Company also expects to lose market exclusivity in Europe for Keytruda in 2031 following compound patent expiration.,"Patent table prints 2031 for the EU (France, Germany, Italy, Spain). Filing warns of possible patent challenges or biosimilar launches in some European jurisdictions after EU data exclusivity expires in July 2026. Keytruda Qlex EU key patent 2031; an application pending that would expire 2040 if granted."
MRK,Keytruda,JP,2033,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Keytruda 2028(10) 2031 2032-2033 2028,"Printed as 2032-2033. Japan PTEs are granted per indication, each with its own expiry (footnote 2), so the earliest expiry is 2032; later year taken."
MRK,Keytruda,CN,2028,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Keytruda 2028(10) 2031 2032-2033 2028,
MRK,Gardasil / Gardasil 9,EU,2030,composition patent (Gardasil 9),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Gardasil 2028 Expired Expired Expired Gardasil 9 2028 2030(9) 2030(9) Expired,Date is for Gardasil 9. Gardasil (quadrivalent) printed Expired in the EU.
MRK,Gardasil / Gardasil 9,JP,2030,composition patent (Gardasil 9),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Gardasil 2028 Expired Expired Expired Gardasil 9 2028 2030(9) 2030(9) Expired,Date is for Gardasil 9. Gardasil (quadrivalent) printed Expired in Japan.
MRK,Gardasil / Gardasil 9,CN,expired,patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Gardasil 2028 Expired Expired Expired Gardasil 9 2028 2030(9) 2030(9) Expired,Both Gardasil and Gardasil 9 printed Expired in China. No year stated.
MRK,Bridion,EU,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Bridion 2026 Expired Expired Expired,No year stated. Filing cites lower demand in most international markets due to generic competition.
MRK,Bridion,JP,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Bridion 2026 Expired Expired Expired,No year stated.
MRK,Bridion,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Bridion 2026 Expired Expired Expired,No year stated.
MRK,Januvia,EU,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Januvia 2026(3) Expired 2026 Expired,No year stated.
MRK,Januvia,JP,2026-03-30,compound patent with PTE,0000310158-26-000063,"Merck asserts that the Defendants’ activity infringes a patent term extension associated with Merck’s patent directed to the sitagliptin compound patent. ... The relevant PTE for Januvia in Japan remains in effect until it expires on March 30, 2026.",Patent table prints 2026 for Japan. Sawai conceded Merck's claims in the Tokyo District Court case in January 2026.
MRK,Januvia,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Januvia 2026(3) Expired 2026 Expired,No year stated.
MRK,Janumet,EU,expired,SPC expired,0000310158-26-000063,Supplementary Protection Certificates (SPCs) for Janumet expired in April 2023 for the majority of European countries.,Expired April 2023 (majority of European countries). Patent table prints Expired for the EU. Proceedings on SPC validity and damages may follow in countries where generics were kept off the market during the SPC period.
MRK,Janumet,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Janumet 2026(3) Expired N/A Expired,No year stated. Japan printed N/A (no marketing approval).
MRK,Lynparza,EU,2029,compound patent (Major EU Markets),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lynparza(6) 2027(7) 2029(7) 2028-2029 Expired,"Footnote 7: eligible for six months pediatric market exclusivity; not granted, not included. AstraZeneca collaboration."
MRK,Lynparza,JP,2029,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lynparza(6) 2027(7) 2029(7) 2028-2029 Expired,"Printed as 2028-2029. Japan PTEs are granted per indication, each with its own expiry (footnote 2), so the earliest expiry is 2028; later year taken."
MRK,Lynparza,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lynparza(6) 2027(7) 2029(7) 2028-2029 Expired,No year stated.
MRK,Winrevair,EU,2035,regulatory data exclusivity,0000310158-26-000063,"Winrevair 2027(8) 2026(8) 2031 (with pending PTE)(8) 2026 ... (8)Eligible for 12 years of data exclusivity in the U.S. (expires in 2036), 11 years in the EU (expires in 2035), and 10 years in Japan (expires in 2035).",Compound patent expires 2026 in the EU; 11 years of EU data exclusivity (filing says eligible for) expires 2035 and is later. Granted patents on methods of treating PAH expire 2037 absent PTE or SPC and may add exclusivity.
MRK,Winrevair,JP,2035,regulatory data exclusivity,0000310158-26-000063,"Winrevair 2027(8) 2026(8) 2031 (with pending PTE)(8) 2026 ... (8)Eligible for 12 years of data exclusivity in the U.S. (expires in 2036), 11 years in the EU (expires in 2035), and 10 years in Japan (expires in 2035).",Compound patent printed as 2031 with a pending PTE (not taken). 10 years of Japan data exclusivity (filing says eligible for) expires 2035. Method-of-treatment patents expire 2037 absent PTE or SPC.
MRK,Winrevair,CN,2026,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Winrevair 2027(8) 2026(8) 2031 (with pending PTE)(8) 2026,
MRK,Lenvima,EU,2027,compound patent (Major EU Markets),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lenvima(4) 2026(5) 2027 2026 Expired,Eisai collaboration.
MRK,Lenvima,JP,2026,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lenvima(4) 2026(5) 2027 2026 Expired,Eisai collaboration.
MRK,Lenvima,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Lenvima(4) 2026(5) 2027 2026 Expired,No year stated. Eisai collaboration.
MRK,Prevymis,EU,2030-01,regulatory data exclusivity,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Prevymis 2029 2029(13) 2029 Expired ... (13)Data exclusivity expires in January 2030.,Compound patent 2029 (Major EU Markets); data exclusivity to January 2030 is later.
MRK,Prevymis,JP,2029,compound patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Prevymis 2029 2029(13) 2029 Expired,
MRK,Prevymis,CN,expired,compound patent expired,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Prevymis 2029 2029(13) 2029 Expired,No year stated. Filing cites lower demand in China due to generic competition.
MRK,Vaxneuvance,EU,2031-12,regulatory data exclusivity,0000310158-26-000063,"Vaxneuvance 2031(9)(14) No Patent(15) No Patent(15) N/A ... (15)Data exclusivity has been granted in the EU and Japan, which expires in December 2031 and September 2030, respectively.",Patent table prints No Patent for the EU.
MRK,Vaxneuvance,JP,2030-09,regulatory data exclusivity,0000310158-26-000063,"Vaxneuvance 2031(9)(14) No Patent(15) No Patent(15) N/A ... (15)Data exclusivity has been granted in the EU and Japan, which expires in December 2031 and September 2030, respectively.",Patent table prints No Patent for Japan.
MRK,CAPVAXIVE,EU,2038,composition patent,0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Capvaxive 2038(9) 2038 (patent)(9)(18) 2040 (with pending PTE)(9) N/A ... (18)SPC applications will be filed in 2026.,"SPC applications to be filed in 2026; not included. Japan printed only as 2040 with pending PTE, so no Japan row."
MRK,Welireg,EU,2034,compound patent (Major EU Markets),0000310158-26-000063,"Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Welireg 2035 (with pending PTE) 2034 (patent), 2039 (SPCs) 2039 (with pending PTE) 2034","Table also prints 2039 (SPCs): per footnote 1 both dates are listed when SPC applications are filed but not granted in all Major EU Markets; SPC not taken. Japan printed only as 2039 with pending PTE, so no Japan row."
MRK,Welireg,CN,2034,compound patent,0000310158-26-000063,"Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Welireg 2035 (with pending PTE) 2034 (patent), 2039 (SPCs) 2039 (with pending PTE) 2034",
MRK,Adempas / Verquvo,EU,2028,"compound patent (Adempas, Major EU Markets)",0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Adempas(11) N/A(12) 2028(7) 2027-2028 Expired,"Date is for Adempas; the table does not list Verquvo. Footnote 7: eligible for six months pediatric market exclusivity; not granted, not included. Bayer collaboration."
MRK,Adempas / Verquvo,JP,2028,compound patent (Adempas),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Adempas(11) N/A(12) 2028(7) 2027-2028 Expired,"Date is for Adempas; the table does not list Verquvo. Printed as 2027-2028; Japan PTEs are granted per indication (footnote 2), earliest 2027; later year taken."
MRK,Adempas / Verquvo,CN,expired,compound patent expired (Adempas),0000310158-26-000063,Product Year of Expiration (U.S.) Year of Expiration (EU)(1) Year of Expiration (Japan)(2) Year of Expiration (China) ... Adempas(11) N/A(12) 2028(7) 2027-2028 Expired,Date is for Adempas; the table does not list Verquvo. No year stated.
NVO,Ozempic,CN,2026-03,compound patent,0000353278-26-000006,"Semaglutide compound patent in China On December 31, 2025, China’s Supreme People’s Court issued a final judgment, deciding that the semaglutide compound patent in China is valid. The patent is in force until expiration in March 2026.",Stated for the semaglutide compound patent (Q4 2025 financial report 6-K). The Annual Report 2025 patent table in the 20-F (0000353278-26-000012) lists China 2026 for Ozempic. A January 2026 antitrust suit in China (Hangzhou Jiuyuan) claims the patent exclusivity was improperly extended.
NVO,Ozempic,EU,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Ozempic® | 2032 | 2026 | 2031 | 2031,"Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions. H1 2026 report (0000353278-26-000023): on 30 June 2026 Sandoz sued in the Unified Patent Court to revoke Unitary Patent 3 689 365, covering the 1mg dose of semaglutide for diabetes in 18 EU countries."
NVO,Ozempic,JP,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Ozempic® | 2032 | 2026 | 2031 | 2031,Dates include actual and estimated extensions of patent term; the filing does not separate them.
NVO,Ozempic,CA,expired,loss of exclusivity,0000353278-26-000023,"In Canada, the loss of exclusivity for semaglutide has led to lower realised prices while volumes have remained broadly stable for Novo Nordisk.",Stated for semaglutide in the H1 2026 financial report 6-K; no expiry date given. The Q1 2026 report (0000353278-26-000018) said the first semaglutide generics in Canada had been approved but none launched.
NVO,Ozempic,IN,expired,compound patent expired,0000353278-26-000018,"Following expiration of the semaglutide compound patent in India on 20 March 2026, several generic companies have sought and/or received regulatory approval to commercialize a generic version of oral semaglutide.","Compound patent expired 2026-03-20 (Q1 2026 financial report 6-K), stated for the semaglutide molecule. The same report says semaglutide generics were launched in India by competing companies during Q1."
NVO,Wegovy,CN,2026-03,compound patent,0000353278-26-000006,"Semaglutide compound patent in China On December 31, 2025, China’s Supreme People’s Court issued a final judgment, deciding that the semaglutide compound patent in China is valid. The patent is in force until expiration in March 2026.",Stated for the semaglutide compound patent (Q4 2025 financial report 6-K). The Annual Report 2025 patent table in the 20-F (0000353278-26-000012) lists China 2026 for Wegovy. A January 2026 antitrust suit in China (Hangzhou Jiuyuan) claims the patent exclusivity was improperly extended.
NVO,Wegovy,EU,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Wegovy® injection | 2032 | 2026 | 2031 | 2031,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions. The table lists Wegovy® pill with the same dates (2032 | 2026 | 2031 | 2031).
NVO,Wegovy,JP,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Wegovy® injection | 2032 | 2026 | 2031 | 2031,Dates include actual and estimated extensions of patent term; the filing does not separate them. The table lists Wegovy® pill with the same dates.
NVO,Wegovy,CA,expired,loss of exclusivity,0000353278-26-000023,"In Canada, the loss of exclusivity for semaglutide has led to lower realised prices while volumes have remained broadly stable for Novo Nordisk.",Stated for semaglutide in the H1 2026 financial report 6-K; no expiry date given. The Q1 2026 report (0000353278-26-000018) said the first semaglutide generics in Canada had been approved but none launched.
NVO,Wegovy,IN,expired,compound patent expired,0000353278-26-000018,"Following expiration of the semaglutide compound patent in India on 20 March 2026, several generic companies have sought and/or received regulatory approval to commercialize a generic version of oral semaglutide.","Compound patent expired 2026-03-20 (Q1 2026 financial report 6-K), stated for the semaglutide molecule. The same report says semaglutide generics were launched in India by competing companies during Q1."
NVO,Rybelsus,CN,2026-03,compound patent,0000353278-26-000006,"Semaglutide compound patent in China On December 31, 2025, China’s Supreme People’s Court issued a final judgment, deciding that the semaglutide compound patent in China is valid. The patent is in force until expiration in March 2026.",Stated for the semaglutide compound patent (Q4 2025 financial report 6-K). The Annual Report 2025 patent table in the 20-F (0000353278-26-000012) lists China 2026 for Rybelsus. A January 2026 antitrust suit in China (Hangzhou Jiuyuan) claims the patent exclusivity was improperly extended.
NVO,Rybelsus,EU,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Rybelsus® | 2032 | 2026 | 2031 | 2031,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions.
NVO,Rybelsus,JP,2031,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Rybelsus® | 2032 | 2026 | 2031 | 2031,Dates include actual and estimated extensions of patent term; the filing does not separate them.
NVO,Rybelsus,CA,expired,loss of exclusivity,0000353278-26-000023,"In Canada, the loss of exclusivity for semaglutide has led to lower realised prices while volumes have remained broadly stable for Novo Nordisk.",Stated for semaglutide in the H1 2026 financial report 6-K; no expiry date given. The Q1 2026 report (0000353278-26-000018) said the first semaglutide generics in Canada had been approved but none launched.
NVO,Rybelsus,IN,expired,compound patent expired,0000353278-26-000018,"Following expiration of the semaglutide compound patent in India on 20 March 2026, several generic companies have sought and/or received regulatory approval to commercialize a generic version of oral semaglutide.","Compound patent expired 2026-03-20 (Q1 2026 financial report 6-K), stated for the semaglutide molecule. The same report says semaglutide generics were launched in India by competing companies during Q1. Novo Nordisk sued Torrent and Dr. Reddy’s in the Delhi High Court alleging their oral generics infringe formulation patents (SNAC content and/or separate granules)."
NVO,Tresiba,CN,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Tresiba® | 2029 | Expired | 2027 | 2028,
NVO,Tresiba,JP,2027,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Tresiba® | 2029 | Expired | 2027 | 2028,Dates include actual and estimated extensions of patent term; the filing does not separate them.
NVO,Tresiba,EU,2028,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Tresiba® | 2029 | Expired | 2027 | 2028,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions.
NVO,Xultophy,CN,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Xultophy® | 2029 | Expired | Expired | 2028,
NVO,Xultophy,JP,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Xultophy® | 2029 | Expired | Expired | 2028,
NVO,Xultophy,EU,2028,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Xultophy® | 2029 | Expired | Expired | 2028,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions.
NVO,Ryzodeg,CN,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Ryzodeg® | 2029 | Expired | Expired | 2028,
NVO,Ryzodeg,JP,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Ryzodeg® | 2029 | Expired | Expired | 2028,
NVO,Ryzodeg,EU,2028,active ingredient patent,0000353278-26-000012,Product | US | China | Japan | Europe2 ... Ryzodeg® | 2029 | Expired | Expired | 2028,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany. Dates are for patents on the active ingredient and include actual and estimated extensions of patent term; the filing does not separate the estimated extensions.
NVO,Novo Seven,CN,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... NovoSeven® | Expired | Expired | Expired | Expired,
NVO,Novo Seven,JP,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... NovoSeven® | Expired | Expired | Expired | Expired,
NVO,Novo Seven,EU,expired,active ingredient patent expired,0000353278-26-000012,Product | US | China | Japan | Europe2 ... NovoSeven® | Expired | Expired | Expired | Expired,Europe column: footnote 2 says patent status varies from country to country and the figures are based on Germany.
NVO,Human Insulin,CN,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.",
NVO,Human Insulin,JP,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.",
NVO,Human Insulin,EU,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.",Europe column based on Germany (footnote 2).
NVO,Novo Rapid And Novo Log,CN,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoRapid® (NovoLog®) as a modern insulin."
